ticker,rmse_naive,mae_naive,rmse_garch,mae_garch,rmse_lstm,mae_lstm
BTC-USD,0.00516306157021834,0.003121729652071113,0.011705493609198113,0.009706749425602266,0.006964023471089975,0.004997506688722052
ETH-USD,0.006587288118186036,0.0035952260953178764,0.01331684212730099,0.010330774479240983,0.008656246314123314,0.006063266697404462
